Wavelength;Intensity
174.456;0.08909511513017758
174.799;0.08683290344541511
175.142;0.08460661987336299
175.485;0.0824160532076272
175.828;0.08026099224181368
176.17;0.0781412257695292
176.513;0.07605654258437969
176.856;0.0740067314799719
177.199;0.07199158124991142
177.542;0.07001088068780498
177.884;0.06806441858725853
178.227;0.06615198374187845
178.57;0.06427336494527107
178.913;0.06242835099104274
179.255;0.06061673067279981
179.598;0.05883829278414788
179.941;0.05709282611869405
180.284;0.055380119470043905
180.626;0.053699961631803815
180.969;0.05205214139758048
181.312;0.05043644756097989
181.654;0.04885266891560838
181.997;0.047300594255071944
182.34;0.04578001237297728
182.682;0.044290712062930386
183.025;0.04283248211853721
183.368;0.0414051113334045
183.71;0.04000838850113858
184.053;0.038642102415345075
184.395;0.03730604186963106
184.738;0.03599999565760214
185.081;0.034723752572865044
185.423;0.03347710140902574
185.766;0.03225983095969057
186.108;0.03107173001846553
186.451;0.02991258737895732
186.793;0.0287821918347723
187.136;0.027680332179516064
187.478;0.026606797206795332
187.821;0.02556137571021646
188.163;0.024543856483385414
188.506;0.02355402831990855
188.848;0.02259168001339221
189.191;0.021656600357442744
189.533;0.020748578145666125
189.876;0.019867402171668703
190.218;0.019012861229056828
190.561;0.018184744111436838
190.903;0.01738283961241472
191.245;0.016606936525596815
191.588;0.015856823644589842
191.93;0.01513228976299941
192.272;0.014433123674431862
192.615;0.013759114172493918
192.957;0.013110050050791553
193.3;0.012485720102931117
193.642;0.011885913122518585
193.984;0.011310417903160674
194.327;0.010759023238463363
194.669;0.010231517922032626
195.011;0.009727690747475554
195.353;0.00924733050839738
195.696;0.008790225998405192
196.038;0.00835616601110497
196.38;0.007944939340102687
196.722;0.007556334779005063
197.065;0.007190141121418075
197.407;0.006846147160948069
197.749;0.006524141691201392
198.091;0.006223913505784021
198.434;0.005945251398302675
198.776;0.005687944162362958
199.118;0.00545178059157196
199.46;0.005236549479535286
199.802;0.005042039619859283
200.144;0.004868039806150671
200.487;0.004714338832015053
200.829;0.004580725491059149
201.171;0.004466988576889306
201.513;0.004372916883111129
201.855;0.004298299203331708
202.197;0.004242924331156646
202.539;0.004206581060192293
202.881;0.004189058184045366
203.223;0.004190144496321842
203.565;0.004209628790628068
203.907;0.00424729986057002
204.249;0.004302946499754046
204.591;0.004376357501786864
204.933;0.004467321660274078
205.275;0.004575627768822409
205.617;0.004701064621037831
205.959;0.004843421010527064
206.301;0.005002485730895711
206.643;0.005178047575750493
206.985;0.005369895338697385
207.327;0.005577817813343105
207.669;0.005801603793293259
208.011;0.006041042072154565
208.353;0.006295921443533371
208.695;0.006566030701035652
209.037;0.006851158638267384
209.379;0.007151094048835659
209.721;0.00746562572634608
210.062;0.0077945424644053655
210.404;0.008137633056619121
210.746;0.008494686296594067
211.088;0.008865490977936546
211.43;0.009249835894252911
211.772;0.009647509839148763
212.113;0.010058301606230821
212.455;0.010481999989105435
212.797;0.01091839378137895
213.139;0.011367271776656971
213.48;0.011828422768546216
213.822;0.012301635550653407
214.164;0.012786698916583773
214.506;0.013283401659944408
214.847;0.013791532574341287
215.189;0.014310880453380755
215.531;0.01484123409066879
215.872;0.015382382279812111
216.214;0.015934113814416322
216.556;0.016496217488088515
216.898;0.01706848209443429
217.239;0.01765069642706
217.581;0.018242649279572358
217.922;0.018844129445576976
218.264;0.019454925718680564
218.606;0.02007482689248948
218.947;0.020703621760609688
219.289;0.02134109911664717
219.63;0.02198704775420902
219.972;0.02264125646690084
220.314;0.02330351404832897
220.655;0.023973609292099768
220.997;0.024651330991819577
221.338;0.025336467941094374
221.68;0.026028808933530875
222.021;0.026728142762735056
222.363;0.02743425822231327
222.704;0.02814694410587149
223.046;0.02886598920701643
223.387;0.02959118231935407
223.729;0.03032231223649039
224.07;0.031059167752032473
224.412;0.03180153765958593
224.753;0.0325492107527571
225.094;0.03330197582515235
225.436;0.03405962167037763
225.777;0.03363206452113744
226.119;0.03385275946004294
226.46;0.036331240932603114
226.801;0.03735828424814005
227.143;0.036525758889598164
