Wavelength;Intensity
174.456;0.032306714954935416
174.799;0.05400313387033464
175.142;0.06535239585383258
175.485;0.06881005978842449
175.828;0.06683168455710556
176.17;0.060018992846646683
176.513;0.05237021663388381
176.856;0.0635778097884897
177.199;0.0660449414064947
177.542;0.05708352941262066
177.884;0.04968658920492203
178.227;0.05681120203450328
178.57;0.05703883446125023
178.913;0.05082326645655156
179.255;0.0343678029652907
179.598;0.05554593399255218
179.941;0.06959960067844302
180.284;0.06815896805985235
180.626;0.06586452823069723
180.969;0.06604508989470526
181.312;0.07778961641859836
181.654;0.07026185809741999
181.997;0.06152837550671391
182.34;0.04847299506023592
182.682;0.07183479371159551
183.025;0.069327124812115
183.368;0.061638999223561
183.71;0.05892344682933446
184.053;0.06218751467326965
184.395;0.05625466822142585
184.738;0.04995030426682838
185.081;0.051738102321645066
185.423;0.05322729058507987
185.766;0.045982550793177715
186.108;0.04417723112951807
186.451;0.04878155356172362
186.793;0.055546230968973064
187.136;0.054364264813130975
187.478;0.048445524741287604
187.821;0.05410203463332981
188.163;0.061233774897016764
188.506;0.06186054363367634
188.848;0.05245559735494026
189.191;0.060468318171719354
189.533;0.06980555382645218
189.876;0.06871475943187713
190.218;0.0556131991519235
190.561;0.0536611731362574
190.903;0.06085453600731542
191.245;0.06001839889380445
191.588;0.057252954460838765
191.93;0.058555938508265314
192.272;0.05899739395817974
192.615;0.05056831219906659
192.957;0.037784071225021906
193.3;0.03538286837249341
193.642;0.0387217742745373
193.984;0.04012068170596843
194.327;0.02960459814781476
194.669;0.04391856466676986
195.011;0.06272370560150445
195.353;0.06886799926514728
195.696;0.06558655830057954
196.038;0.07227996136677316
196.38;0.07946797866225219
196.722;0.07077443940017963
197.065;0.05568551291045287
197.407;0.0429894739334646
197.749;0.05131298057488917
198.091;0.04447925614974213
198.434;0.04190922220183779
198.776;0.046664111679523834
199.118;0.05884608447164692
199.46;0.05937871168282865
199.802;0.058096961449508246
200.144;0.06689459094716424
200.487;0.06959336417360056
200.829;0.06447913322642483
201.171;0.05121379045025323
201.513;0.05641696583553831
201.855;0.06108365331616775
202.197;0.057958273460870346
202.539;0.04753751933387863
202.881;0.055129424562007076
203.223;0.0635818189701741
203.565;0.05316938018297227
203.907;0.04640470277572272
204.249;0.050230056055472455
204.591;0.0552373754910646
204.933;0.052798605121271526
205.275;0.04635391980772043
205.617;0.04672974346857927
205.959;0.05783190999370688
206.301;0.05271366986484672
206.643;0.04204093124458051
206.985;0.053808473441105995
207.327;0.06019346649402285
207.669;0.05578396059403645
208.011;0.05206076720313329
208.353;0.0579768344871869
208.695;0.06034848818581912
209.037;0.05321986617455341
209.379;0.042264109025011376
209.721;0.040721613493995085
210.062;0.049635063795867025
210.404;0.03945530603457028
210.746;0.033977130483378276
211.088;0.04800718754379427
211.43;0.0576682759856996
211.772;0.05451720766997997
212.113;0.05209670135008233
212.455;0.05748934769200734
212.797;0.06632499017155978
213.139;0.057319922643789316
213.48;0.049122779469528324
213.822;0.05509660866747931
214.164;0.06771587923962195
214.506;0.05521064761316869
214.847;0.04761235739198716
215.189;0.05140534024184082
215.531;0.05701180960693343
215.872;0.06049088837972037
216.214;0.048105783715588143
216.556;0.05705873188146172
216.898;0.06386840121650283
217.239;0.06455976232474421
217.581;0.05280424767327165
217.922;0.056782246833449256
218.264;0.0572195446134688
218.606;0.0488730222994119
218.947;0.04382635348802866
219.289;0.04429409135120724
219.63;0.050208525264945146
219.972;0.043459439119801616
220.314;0.036842952946664106
220.655;0.04167565024666925
220.997;0.04322750053494926
221.338;0.03578957758114338
221.68;0.029449130991386442
222.021;0.036492372281595756
222.363;0.048745025461932545
222.704;0.04404284929898579
223.046;0.03874954156990723
223.387;0.04592909503738564
223.729;0.05323679383055431
224.07;0.044748465275438264
224.412;0.03990893751774847
224.753;0.048478489124025914
225.094;0.0598283339843223
225.436;0.051686725400801006
225.777;0.05013398418325774
226.119;0.05732764403073694
226.46;0.06539604792646586
226.801;0.05937113878409147
227.143;0.05849490985373645
227.484;0.06423293977336106
227.825;0.07098158045387312
228.167;0.06668240129431269
228.508;0.0517297869818552
228.849;0.06191993891788934
229.191;0.06245984205138708
229.532;0.051438453112789585
229.873;0.04602204865717916
230.215;0.047466690457454296
230.556;0.051883769256177846
230.897;0.0398964645080636
231.238;0.03448154493455854
231.58;0.0372254585769968
231.921;0.04271491923218952
232.262;0.03589247991104281
232.603;0.03155499079316485
232.944;0.0465211175327806
233.286;0.05182318606628061
233.627;0.0537051256465753
233.968;0.051006649396559835
234.309;0.059807842611268716
234.65;0.06046371503719279
234.991;0.04861673164803207
235.332;0.03803932245892799
235.673;0.04276926591724454
236.015;0.05693028957935071
236.356;0.04838731736275861
236.697;0.04329996278168934
237.038;0.05362419957183464
237.379;0.052473267451993884
237.72;0.04612376308139441
238.061;0.036965455720353826
238.402;0.0479642744509502
238.743;0.05671943632039398
239.084;0.05774281706738724
239.425;0.052195297521876134
239.766;0.057048040730303354
240.107;0.06519647977150943
240.448;0.05332885652108453
240.789;0.04411145085225191
241.13;0.04772877214904486
241.471;0.05397136500806076
241.812;0.04637901431530059
242.153;0.04170445695951281
242.494;0.04898824915078557
242.834;0.06103955231763961
243.175;0.060040672125384574
243.516;0.05653308361617517
243.857;0.05937292064261771
244.198;0.06974526761297584
244.539;0.060454805744560816
244.88;0.05400952647816766
245.22;0.0583397396737294
245.561;0.06067664713109697
245.902;0.06072936044583616
246.243;0.04695603950143154
246.584;0.051866396135545535
246.924;0.0547910199302025
247.265;0.049759199939872545
247.606;0.039723772719213804
247.947;0.045746900003061704
248.287;0.05382644051458052
248.628;0.04584950535654017
248.969;0.045462842056312396
249.31;0.051121727759722804
249.65;0.05958228901946932
249.991;0.057210338344416044
250.332;0.05664801349112762
250.672;0.060238458421814176
251.013;0.06667972850652298
251.354;0.055616317404344674
251.694;0.0394605031219388
252.035;0.04308703068778507
252.375;0.054025711693115715
252.716;0.0462738846622431
253.057;0.0416046728820346
253.397;0.05042026945316521
253.738;0.05342849211035226
254.078;0.04390965537413777
254.419;0.03933310023730156
254.759;0.042847222227774207
255.1;0.04713808604754499
255.44;0.04799085384063593
255.781;0.047073345187752705
256.121;0.05549188428391808
256.462;0.06065971947509641
256.802;0.053717895632681145
257.143;0.05526469732180268
257.483;0.06778611416320414
257.824;0.07566385919660851
258.164;0.06400664374050882
258.505;0.05145508379236937
258.845;0.059367426578827966
259.185;0.060818750348577005
259.526;0.05044981860706112
259.866;0.03991220425837997
260.207;0.04892529014951947
260.547;0.05109262407045845
260.887;0.04793932843158088
261.228;0.04171410869319736
261.568;0.04184804505909804
261.908;0.05196989241828718
262.249;0.03013930419394438
262.589;0.054520771387033026
262.929;0.07891649344833292
263.269;0.10113196311437775
263.61;0.10182273026977705
263.95;0.10003879290843418
264.29;0.10355633012774908
264.63;0.0910880720657184
264.971;0.06559784340457969
265.311;0.03111576266640766
265.651;0.05623833451826714
265.991;0.05410025277480354
266.331;0.05791892408507933
266.672;0.06166676651893074
267.012;0.07380760807673614
267.352;0.0832318578228413
267.692;0.07337773470724329
268.032;0.0642644192739941
268.372;0.06456585034137576
268.713;0.05488931912557539
269.053;0.04076601146894439
269.393;0.046093471486445624
269.733;0.05691633168756058
270.073;0.06219597850127007
270.413;0.05353436420446224
270.753;0.04396400205919258
271.093;0.04533157847820106
271.433;0.048214922550329914
271.773;0.03338035636524613
272.113;0.03348637694756686
272.453;0.04555327137652687
272.793;0.05489228888978622
273.133;0.058216791435408276
273.473;0.04924067910869159
273.813;0.059816900392111204
274.153;0.05949126574641255
274.493;0.053519366895198504
274.833;0.05091889286413482
275.173;0.0505712819632772
275.513;0.058623946108689554
275.852;0.051397024902051086
276.192;0.053468732415406776
276.532;0.058575538952055674
276.872;0.0656991123641635
277.212;0.0555199485557087
277.552;0.04930423206279949
277.892;0.05226182024019476
278.231;0.04800718754379411
278.571;0.03735375239089735
278.911;0.022106092004111105
279.251;0.034313604768445825
279.591;0.047053893232172794
279.93;0.04297447662420109
280.27;0.039932547143223196
280.61;0.04703963836396162
280.95;0.04858168843034644
281.289;0.04450152938132211
281.629;0.03722085544247053
281.969;0.04750544588040338
282.308;0.06159059206692744
282.648;0.0622151334804291
282.988;0.0593678720434597
283.328;0.06342531239627239
283.667;0.0682801344396471
284.007;0.05428111141523231
284.346;0.045717796313797215
284.686;0.04821447708569811
285.026;0.053841883288475875
285.365;0.04241333967659696
285.705;0.029193582781059258
286.044;0.033582300331571134
286.384;0.04350220372443532
286.724;0.04769328346672776
287.063;0.04538161900515077
287.403;0.05771905895370171
287.742;0.06422165466936074
288.082;0.056818774933240696
288.421;0.05130837744036278
288.761;0.04592864957275396
289.1;0.05247326745199365
289.44;0.04747649067934955
289.779;0.0462284472698201
290.119;0.049959659024091906
290.458;0.051869068923335246
290.797;0.04063059022093849
291.137;0.034376415281501205
291.476;0.0429643794258848
291.816;0.04382783837013391
292.155;0.042989028468833394
292.494;0.03534025225607069
292.834;0.04531955093314799
293.173;0.05238862917199005
293.512;0.04194159263173404
293.852;0.045222291155248874
294.191;0.05323679383055418
294.53;0.060603293955093736
294.87;0.04971391103566005
295.209;0.04646008887825145
295.548;0.045930431431280325
295.888;0.048481310400025936
296.227;0.033848985157688374
296.566;0.028905218676204273
296.905;0.046238099003504785
297.245;0.05265412609242297
297.584;0.05197419857639265
297.923;0.046769983773633804
298.262;0.05330569236024169
298.601;0.06079291339994444
298.941;0.05595294017762297
299.28;0.04393950150445479
299.619;0.0649850325597105
299.958;0.07593796843325239
300.297;0.06574558917406034
300.636;0.059606492597786095
300.975;0.05915850366660813
301.315;0.060470842471298226
301.654;0.05490713771083938
301.993;0.04854827858297633
302.332;0.05195177685660196
302.671;0.06626559488734682
303.01;0.06184911004146524
